split,pair_id,episode_index,sequence_length,foil_type,category,exemplar_id,is_old,image_key
train,train_exemplar_ep00002_pair021,2,27,exemplar,00655_handkerchief,1,0,train::00655_handkerchief::exemplar_1
train,train_exemplar_ep00002_pair022,2,27,exemplar,00749_jewel,0,1,train::00749_jewel::exemplar_0
train,train_exemplar_ep00002_pair022,2,27,exemplar,00749_jewel,1,0,train::00749_jewel::exemplar_1
train,train_exemplar_ep00002_pair023,2,27,exemplar,00381_crate,0,1,train::00381_crate::exemplar_0
train,train_exemplar_ep00002_pair023,2,27,exemplar,00381_crate,1,0,train::00381_crate::exemplar_1
train,train_exemplar_ep00002_pair024,2,27,exemplar,00501_feather,0,1,train::00501_feather::exemplar_0
train,train_exemplar_ep00002_pair024,2,27,exemplar,00501_feather,1,0,train::00501_feather::exemplar_1
train,train_exemplar_ep00002_pair025,2,27,exemplar,00408_cymbal,0,1,train::00408_cymbal::exemplar_0
train,train_exemplar_ep00002_pair025,2,27,exemplar,00408_cymbal,1,0,train::00408_cymbal::exemplar_1
train,train_exemplar_ep00002_pair026,2,27,exemplar,00384_cream,0,1,train::00384_cream::exemplar_0
train,train_exemplar_ep00002_pair026,2,27,exemplar,00384_cream,1,0,train::00384_cream::exemplar_1
train,train_exemplar_ep00002_pair027,2,27,exemplar,00736_ivy,0,1,train::00736_ivy::exemplar_0
train,train_exemplar_ep00002_pair027,2,27,exemplar,00736_ivy,1,0,train::00736_ivy::exemplar_1
train,train_novel_ep00003_pair001,3,12,novel,00460_duckling,0,1,train::00460_duckling::exemplar_0
train,train_novel_ep00003_pair001,3,12,novel,00400_cummerbund,0,0,train::00400_cummerbund::exemplar_0
train,train_novel_ep00003_pair002,3,12,novel,00581_gate,0,1,train::00581_gate::exemplar_0
train,train_novel_ep00003_pair002,3,12,novel,00576_garbage_truck,0,0,train::00576_garbage_truck::exemplar_0
train,train_novel_ep00003_pair003,3,12,novel,00671_headdress,0,1,train::00671_headdress::exemplar_0
train,train_novel_ep00003_pair003,3,12,novel,00335_coffin,0,0,train::00335_coffin::exemplar_0
train,train_novel_ep00003_pair004,3,12,novel,00469_dynamite,0,1,train::00469_dynamite::exemplar_0
train,train_novel_ep00003_pair004,3,12,novel,00276_cheeseburger,0,0,train::00276_cheeseburger::exemplar_0
train,train_novel_ep00003_pair005,3,12,novel,00487_envelope,0,1,train::00487_envelope::exemplar_0
train,train_novel_ep00003_pair005,3,12,novel,00641_gyro,0,0,train::00641_gyro::exemplar_0
train,train_novel_ep00003_pair006,3,12,novel,00606_goldfish,0,1,train::00606_goldfish::exemplar_0
train,train_novel_ep00003_pair006,3,12,novel,00675_headrest,0,0,train::00675_headrest::exemplar_0
train,train_novel_ep00003_pair007,3,12,novel,00334_coffee_table,0,1,train::00334_coffee_table::exemplar_0
train,train_novel_ep00003_pair007,3,12,novel,00600_go-kart,0,0,train::00600_go-kart::exemplar_0
train,train_novel_ep00003_pair008,3,12,novel,00792_lasagna,0,1,train::00792_lasagna::exemplar_0
train,train_novel_ep00003_pair008,3,12,novel,00203_button1,0,0,train::00203_button1::exemplar_0
train,train_novel_ep00003_pair009,3,12,novel,00703_horse,0,1,train::00703_horse::exemplar_0
train,train_novel_ep00003_pair009,3,12,novel,00635_gum,0,0,train::00635_gum::exemplar_0
train,train_novel_ep00003_pair010,3,12,novel,00764_kebab,0,1,train::00764_kebab::exemplar_0
train,train_novel_ep00003_pair010,3,12,novel,00245_cardinal,0,0,train::00245_cardinal::exemplar_0
train,train_novel_ep00003_pair011,3,12,novel,00442_donut,0,1,train::00442_donut::exemplar_0
train,train_novel_ep00003_pair011,3,12,novel,00431_diving_board,0,0,train::00431_diving_board::exemplar_0
train,train_novel_ep00003_pair012,3,12,novel,00779_knob,0,1,train::00779_knob::exemplar_0
train,train_novel_ep00003_pair012,3,12,novel,00346_computer,0,0,train::00346_computer::exemplar_0
train,train_exemplar_ep00004_pair001,4,16,exemplar,00656_handle,0,1,train::00656_handle::exemplar_0
train,train_exemplar_ep00004_pair001,4,16,exemplar,00656_handle,1,0,train::00656_handle::exemplar_1
train,train_exemplar_ep00004_pair002,4,16,exemplar,00460_duckling,0,1,train::00460_duckling::exemplar_0
train,train_exemplar_ep00004_pair002,4,16,exemplar,00460_duckling,1,0,train::00460_duckling::exemplar_1
train,train_exemplar_ep00004_pair003,4,16,exemplar,00364_cornhusk,0,1,train::00364_cornhusk::exemplar_0
train,train_exemplar_ep00004_pair003,4,16,exemplar,00364_cornhusk,1,0,train::00364_cornhusk::exemplar_1
train,train_exemplar_ep00004_pair004,4,16,exemplar,00624_green_beans,0,1,train::00624_green_beans::exemplar_0
train,train_exemplar_ep00004_pair004,4,16,exemplar,00624_green_beans,1,0,train::00624_green_beans::exemplar_1
train,train_exemplar_ep00004_pair005,4,16,exemplar,00458_dryer,0,1,train::00458_dryer::exemplar_0
train,train_exemplar_ep00004_pair005,4,16,exemplar,00458_dryer,1,0,train::00458_dryer::exemplar_1
train,train_exemplar_ep00004_pair006,4,16,exemplar,00560_fountain_pen,0,1,train::00560_fountain_pen::exemplar_0
train,train_exemplar_ep00004_pair006,4,16,exemplar,00560_fountain_pen,1,0,train::00560_fountain_pen::exemplar_1
train,train_exemplar_ep00004_pair007,4,16,exemplar,00408_cymbal,0,1,train::00408_cymbal::exemplar_0
train,train_exemplar_ep00004_pair007,4,16,exemplar,00408_cymbal,1,0,train::00408_cymbal::exemplar_1
train,train_exemplar_ep00004_pair008,4,16,exemplar,00584_gavel,0,1,train::00584_gavel::exemplar_0
train,train_exemplar_ep00004_pair008,4,16,exemplar,00584_gavel,1,0,train::00584_gavel::exemplar_1
train,train_exemplar_ep00004_pair009,4,16,exemplar,00733_insole,0,1,train::00733_insole::exemplar_0
train,train_exemplar_ep00004_pair009,4,16,exemplar,00733_insole,1,0,train::00733_insole::exemplar_1
train,train_exemplar_ep00004_pair010,4,16,exemplar,00341_comb,0,1,train::00341_comb::exemplar_0
train,train_exemplar_ep00004_pair010,4,16,exemplar,00341_comb,1,0,train::00341_comb::exemplar_1
train,train_exemplar_ep00004_pair011,4,16,exemplar,00444_doorbell,0,1,train::00444_doorbell::exemplar_0
train,train_exemplar_ep00004_pair011,4,16,exemplar,00444_doorbell,1,0,train::00444_doorbell::exemplar_1
train,train_exemplar_ep00004_pair012,4,16,exemplar,00709_hot_tub,0,1,train::00709_hot_tub::exemplar_0
train,train_exemplar_ep00004_pair012,4,16,exemplar,00709_hot_tub,1,0,train::00709_hot_tub::exemplar_1
train,train_exemplar_ep00004_pair013,4,16,exemplar,00417_deodorant,0,1,train::00417_deodorant::exemplar_0
train,train_exemplar_ep00004_pair013,4,16,exemplar,00417_deodorant,1,0,train::00417_deodorant::exemplar_1
train,train_exemplar_ep00004_pair014,4,16,exemplar,00244_cardigan,0,1,train::00244_cardigan::exemplar_0
train,train_exemplar_ep00004_pair014,4,16,exemplar,00244_cardigan,1,0,train::00244_cardigan::exemplar_1
train,train_exemplar_ep00004_pair015,4,16,exemplar,00795_latte,0,1,train::00795_latte::exemplar_0
train,train_exemplar_ep00004_pair015,4,16,exemplar,00795_latte,1,0,train::00795_latte::exemplar_1
train,train_exemplar_ep00004_pair016,4,16,exemplar,00240_car_seat,0,1,train::00240_car_seat::exemplar_0
train,train_exemplar_ep00004_pair016,4,16,exemplar,00240_car_seat,1,0,train::00240_car_seat::exemplar_1
train,train_novel_ep00005_pair001,5,12,novel,00798_lawnmower,0,1,train::00798_lawnmower::exemplar_0
train,train_novel_ep00005_pair001,5,12,novel,00640_gutter,0,0,train::00640_gutter::exemplar_0
train,train_novel_ep00005_pair002,5,12,novel,00784_ladybug,0,1,train::00784_ladybug::exemplar_0
train,train_novel_ep00005_pair002,5,12,novel,00770_kilt,0,0,train::00770_kilt::exemplar_0
train,train_novel_ep00005_pair003,5,12,novel,00550_fondue,0,1,train::00550_fondue::exemplar_0
train,train_novel_ep00005_pair003,5,12,novel,00757_jump_rope,0,0,train::00757_jump_rope::exemplar_0
train,train_novel_ep00005_pair004,5,12,novel,00387_cross,0,1,train::00387_cross::exemplar_0
train,train_novel_ep00005_pair004,5,12,novel,00240_car_seat,0,0,train::00240_car_seat::exemplar_0
train,train_novel_ep00005_pair005,5,12,novel,00503_fencepost,0,1,train::00503_fencepost::exemplar_0
train,train_novel_ep00005_pair005,5,12,novel,00651_hammock,0,0,train::00651_hammock::exemplar_0
train,train_novel_ep00005_pair006,5,12,novel,00398_cucumber,0,1,train::00398_cucumber::exemplar_0
train,train_novel_ep00005_pair006,5,12,novel,00552_foot,0,0,train::00552_foot::exemplar_0
train,train_novel_ep00005_pair007,5,12,novel,00369_costume,0,1,train::00369_costume::exemplar_0
train,train_novel_ep00005_pair007,5,12,novel,00295_chips,0,0,train::00295_chips::exemplar_0
train,train_novel_ep00005_pair008,5,12,novel,00769_keyhole,0,1,train::00769_keyhole::exemplar_0
train,train_novel_ep00005_pair008,5,12,novel,00740_jalapeno,0,0,train::00740_jalapeno::exemplar_0
train,train_novel_ep00005_pair009,5,12,novel,00315_cloak,0,1,train::00315_cloak::exemplar_0
train,train_novel_ep00005_pair009,5,12,novel,00204_button2,0,0,train::00204_button2::exemplar_0
train,train_novel_ep00005_pair010,5,12,novel,00431_diving_board,0,1,train::00431_diving_board::exemplar_0
train,train_novel_ep00005_pair010,5,12,novel,00330_cocoon,0,0,train::00330_cocoon::exemplar_0
train,train_novel_ep00005_pair011,5,12,novel,00372_couch,0,1,train::00372_couch::exemplar_0
train,train_novel_ep00005_pair011,5,12,novel,00519_fire_pit,0,0,train::00519_fire_pit::exemplar_0
train,train_novel_ep00005_pair012,5,12,novel,00271_charcoal,0,1,train::00271_charcoal::exemplar_0
train,train_novel_ep00005_pair012,5,12,novel,00325_coaster,0,0,train::00325_coaster::exemplar_0
train,train_exemplar_ep00006_pair001,6,14,exemplar,00509_file1,0,1,train::00509_file1::exemplar_0
train,train_exemplar_ep00006_pair001,6,14,exemplar,00509_file1,1,0,train::00509_file1::exemplar_1
train,train_exemplar_ep00006_pair002,6,14,exemplar,00476_eclair,0,1,train::00476_eclair::exemplar_0
train,train_exemplar_ep00006_pair002,6,14,exemplar,00476_eclair,1,0,train::00476_eclair::exemplar_1
train,train_exemplar_ep00006_pair003,6,14,exemplar,00779_knob,0,1,train::00779_knob::exemplar_0
train,train_exemplar_ep00006_pair003,6,14,exemplar,00779_knob,1,0,train::00779_knob::exemplar_1
train,train_exemplar_ep00006_pair004,6,14,exemplar,00280_chessboard,0,1,train::00280_chessboard::exemplar_0
train,train_exemplar_ep00006_pair004,6,14,exemplar,00280_chessboard,1,0,train::00280_chessboard::exemplar_1
train,train_exemplar_ep00006_pair005,6,14,exemplar,00682_helicopter,0,1,train::00682_helicopter::exemplar_0
train,train_exemplar_ep00006_pair005,6,14,exemplar,00682_helicopter,1,0,train::00682_helicopter::exemplar_1
train,train_exemplar_ep00006_pair006,6,14,exemplar,00735_ironing_board,0,1,train::00735_ironing_board::exemplar_0
train,train_exemplar_ep00006_pair006,6,14,exemplar,00735_ironing_board,1,0,train::00735_ironing_board::exemplar_1
train,train_exemplar_ep00006_pair007,6,14,exemplar,00576_garbage_truck,0,1,train::00576_garbage_truck::exemplar_0
train,train_exemplar_ep00006_pair007,6,14,exemplar,00576_garbage_truck,1,0,train::00576_garbage_truck::exemplar_1
train,train_exemplar_ep00006_pair008,6,14,exemplar,00237_cape,0,1,train::00237_cape::exemplar_0
train,train_exemplar_ep00006_pair008,6,14,exemplar,00237_cape,1,0,train::00237_cape::exemplar_1
train,train_exemplar_ep00006_pair009,6,14,exemplar,00206_cabinet,0,1,train::00206_cabinet::exemplar_0
train,train_exemplar_ep00006_pair009,6,14,exemplar,00206_cabinet,1,0,train::00206_cabinet::exemplar_1
train,train_exemplar_ep00006_pair010,6,14,exemplar,00528_fishhook,0,1,train::00528_fishhook::exemplar_0
train,train_exemplar_ep00006_pair010,6,14,exemplar,00528_fishhook,1,0,train::00528_fishhook::exemplar_1
train,train_exemplar_ep00006_pair011,6,14,exemplar,00543_flour,0,1,train::00543_flour::exemplar_0
train,train_exemplar_ep00006_pair011,6,14,exemplar,00543_flour,1,0,train::00543_flour::exemplar_1
train,train_exemplar_ep00006_pair012,6,14,exemplar,00359_cork,0,1,train::00359_cork::exemplar_0
train,train_exemplar_ep00006_pair012,6,14,exemplar,00359_cork,1,0,train::00359_cork::exemplar_1
train,train_exemplar_ep00006_pair013,6,14,exemplar,00709_hot_tub,0,1,train::00709_hot_tub::exemplar_0
train,train_exemplar_ep00006_pair013,6,14,exemplar,00709_hot_tub,1,0,train::00709_hot_tub::exemplar_1
train,train_exemplar_ep00006_pair014,6,14,exemplar,00774_kiwi,0,1,train::00774_kiwi::exemplar_0
train,train_exemplar_ep00006_pair014,6,14,exemplar,00774_kiwi,1,0,train::00774_kiwi::exemplar_1
train,train_novel_ep00007_pair001,7,18,novel,00730_inhaler,0,1,train::00730_inhaler::exemplar_0
train,train_novel_ep00007_pair001,7,18,novel,00409_daisy,0,0,train::00409_daisy::exemplar_0
train,train_novel_ep00007_pair002,7,18,novel,00686_hip,0,1,train::00686_hip::exemplar_0
train,train_novel_ep00007_pair002,7,18,novel,00560_fountain_pen,0,0,train::00560_fountain_pen::exemplar_0
train,train_novel_ep00007_pair003,7,18,novel,00429_dishwashing_liquid,0,1,train::00429_dishwashing_liquid::exemplar_0
train,train_novel_ep00007_pair003,7,18,novel,00240_car_seat,0,0,train::00240_car_seat::exemplar_0
train,train_novel_ep00007_pair004,7,18,novel,00413_dashboard,0,1,train::00413_dashboard::exemplar_0
train,train_novel_ep00007_pair004,7,18,novel,00525_first-aid_kit,0,0,train::00525_first-aid_kit::exemplar_0
train,train_novel_ep00007_pair005,7,18,novel,00504_fern,0,1,train::00504_fern::exemplar_0
train,train_novel_ep00007_pair005,7,18,novel,00608_gong,0,0,train::00608_gong::exemplar_0
train,train_novel_ep00007_pair006,7,18,novel,00233_canoe,0,1,train::00233_canoe::exemplar_0
train,train_novel_ep00007_pair006,7,18,novel,00672_headlamp,0,0,train::00672_headlamp::exemplar_0
train,train_novel_ep00007_pair007,7,18,novel,00586_gear,0,1,train::00586_gear::exemplar_0
train,train_novel_ep00007_pair007,7,18,novel,00289_chimney,0,0,train::00289_chimney::exemplar_0
train,train_novel_ep00007_pair008,7,18,novel,00714_hubcap,0,1,train::00714_hubcap::exemplar_0
train,train_novel_ep00007_pair008,7,18,novel,00271_charcoal,0,0,train::00271_charcoal::exemplar_0
train,train_novel_ep00007_pair009,7,18,novel,00361_corkscrew,0,1,train::00361_corkscrew::exemplar_0
train,train_novel_ep00007_pair009,7,18,novel,00247_carriage,0,0,train::00247_carriage::exemplar_0
train,train_novel_ep00007_pair010,7,18,novel,00350_container,0,1,train::00350_container::exemplar_0
train,train_novel_ep00007_pair010,7,18,novel,00205_cabbage,0,0,train::00205_cabbage::exemplar_0
train,train_novel_ep00007_pair011,7,18,novel,00465_dumpling,0,1,train::00465_dumpling::exemplar_0
train,train_novel_ep00007_pair011,7,18,novel,00514_finger,0,0,train::00514_finger::exemplar_0
train,train_novel_ep00007_pair012,7,18,novel,00636_gumball,0,1,train::00636_gumball::exemplar_0
train,train_novel_ep00007_pair012,7,18,novel,00395_crystal2,0,0,train::00395_crystal2::exemplar_0
train,train_novel_ep00007_pair013,7,18,novel,00421_diamond,0,1,train::00421_diamond::exemplar_0
train,train_novel_ep00007_pair013,7,18,novel,00661_harmonica,0,0,train::00661_harmonica::exemplar_0
train,train_novel_ep00007_pair014,7,18,novel,00442_donut,0,1,train::00442_donut::exemplar_0
train,train_novel_ep00007_pair014,7,18,novel,00693_home_plate,0,0,train::00693_home_plate::exemplar_0
train,train_novel_ep00007_pair015,7,18,novel,00565_frog,0,1,train::00565_frog::exemplar_0
train,train_novel_ep00007_pair015,7,18,novel,00768_keyboard,0,0,train::00768_keyboard::exemplar_0
train,train_novel_ep00007_pair016,7,18,novel,00451_drain,0,1,train::00451_drain::exemplar_0
train,train_novel_ep00007_pair016,7,18,novel,00600_go-kart,0,0,train::00600_go-kart::exemplar_0
train,train_novel_ep00007_pair017,7,18,novel,00495_eyeliner,0,1,train::00495_eyeliner::exemplar_0
train,train_novel_ep00007_pair017,7,18,novel,00541_float,0,0,train::00541_float::exemplar_0
train,train_novel_ep00007_pair018,7,18,novel,00639_gurney,0,1,train::00639_gurney::exemplar_0
train,train_novel_ep00007_pair018,7,18,novel,00263_cereal,0,0,train::00263_cereal::exemplar_0
train,train_exemplar_ep00008_pair001,8,10,exemplar,00741_jam,0,1,train::00741_jam::exemplar_0
train,train_exemplar_ep00008_pair001,8,10,exemplar,00741_jam,1,0,train::00741_jam::exemplar_1
train,train_exemplar_ep00008_pair002,8,10,exemplar,00646_hairdryer,0,1,train::00646_hairdryer::exemplar_0
train,train_exemplar_ep00008_pair002,8,10,exemplar,00646_hairdryer,1,0,train::00646_hairdryer::exemplar_1
train,train_exemplar_ep00008_pair003,8,10,exemplar,00341_comb,0,1,train::00341_comb::exemplar_0
train,train_exemplar_ep00008_pair003,8,10,exemplar,00341_comb,1,0,train::00341_comb::exemplar_1
train,train_exemplar_ep00008_pair004,8,10,exemplar,00352_cookie_cutter,0,1,train::00352_cookie_cutter::exemplar_0
train,train_exemplar_ep00008_pair004,8,10,exemplar,00352_cookie_cutter,1,0,train::00352_cookie_cutter::exemplar_1
train,train_exemplar_ep00008_pair005,8,10,exemplar,00254_catfish,0,1,train::00254_catfish::exemplar_0
train,train_exemplar_ep00008_pair005,8,10,exemplar,00254_catfish,1,0,train::00254_catfish::exemplar_1
train,train_exemplar_ep00008_pair006,8,10,exemplar,00315_cloak,0,1,train::00315_cloak::exemplar_0
train,train_exemplar_ep00008_pair006,8,10,exemplar,00315_cloak,1,0,train::00315_cloak::exemplar_1
train,train_exemplar_ep00008_pair007,8,10,exemplar,00578_garter,0,1,train::00578_garter::exemplar_0
train,train_exemplar_ep00008_pair007,8,10,exemplar,00578_garter,1,0,train::00578_garter::exemplar_1
train,train_exemplar_ep00008_pair008,8,10,exemplar,00361_corkscrew,0,1,train::00361_corkscrew::exemplar_0
train,train_exemplar_ep00008_pair008,8,10,exemplar,00361_corkscrew,1,0,train::00361_corkscrew::exemplar_1
train,train_exemplar_ep00008_pair009,8,10,exemplar,00424_dip,0,1,train::00424_dip::exemplar_0
train,train_exemplar_ep00008_pair009,8,10,exemplar,00424_dip,1,0,train::00424_dip::exemplar_1
train,train_exemplar_ep00008_pair010,8,10,exemplar,00516_fire,0,1,train::00516_fire::exemplar_0
train,train_exemplar_ep00008_pair010,8,10,exemplar,00516_fire,1,0,train::00516_fire::exemplar_1
train,train_novel_ep00009_pair001,9,10,novel,00598_globe,0,1,train::00598_globe::exemplar_0
train,train_novel_ep00009_pair001,9,10,novel,00798_lawnmower,0,0,train::00798_lawnmower::exemplar_0
train,train_novel_ep00009_pair002,9,10,novel,00498_fan,0,1,train::00498_fan::exemplar_0
train,train_novel_ep00009_pair002,9,10,novel,00645_hairbrush,0,0,train::00645_hairbrush::exemplar_0
train,train_novel_ep00009_pair003,9,10,novel,00235_canvas,0,1,train::00235_canvas::exemplar_0
train,train_novel_ep00009_pair003,9,10,novel,00245_cardinal,0,0,train::00245_cardinal::exemplar_0
train,train_novel_ep00009_pair004,9,10,novel,00556_footprint,0,1,train::00556_footprint::exemplar_0
train,train_novel_ep00009_pair004,9,10,novel,00560_fountain_pen,0,0,train::00560_fountain_pen::exemplar_0
train,train_novel_ep00009_pair005,9,10,novel,00332_coffee_filter,0,1,train::00332_coffee_filter::exemplar_0
train,train_novel_ep00009_pair005,9,10,novel,00748_jetski,0,0,train::00748_jetski::exemplar_0
train,train_novel_ep00009_pair006,9,10,novel,00303_cigarette,0,1,train::00303_cigarette::exemplar_0
train,train_novel_ep00009_pair006,9,10,novel,00503_fencepost,0,0,train::00503_fencepost::exemplar_0
train,train_novel_ep00009_pair007,9,10,novel,00570_fur_coat,0,1,train::00570_fur_coat::exemplar_0
train,train_novel_ep00009_pair007,9,10,novel,00333_coffee_pot,0,0,train::00333_coffee_pot::exemplar_0
train,train_novel_ep00009_pair008,9,10,novel,00703_horse,0,1,train::00703_horse::exemplar_0
train,train_novel_ep00009_pair008,9,10,novel,00251_casserole,0,0,train::00251_casserole::exemplar_0
train,train_novel_ep00009_pair009,9,10,novel,00653_hand,0,1,train::00653_hand::exemplar_0
train,train_novel_ep00009_pair009,9,10,novel,00531_flag,0,0,train::00531_flag::exemplar_0
train,train_novel_ep00009_pair010,9,10,novel,00800_leash,0,1,train::00800_leash::exemplar_0
train,train_novel_ep00009_pair010,9,10,novel,00371_cotton_candy,0,0,train::00371_cotton_candy::exemplar_0
train,train_exemplar_ep00010_pair001,10,29,exemplar,00759_kale,0,1,train::00759_kale::exemplar_0
train,train_exemplar_ep00010_pair001,10,29,exemplar,00759_kale,1,0,train::00759_kale::exemplar_1
train,train_exemplar_ep00010_pair002,10,29,exemplar,00329_cocktail,0,1,train::00329_cocktail::exemplar_0
train,train_exemplar_ep00010_pair002,10,29,exemplar,00329_cocktail,1,0,train::00329_cocktail::exemplar_1
train,train_exemplar_ep00010_pair003,10,29,exemplar,00206_cabinet,0,1,train::00206_cabinet::exemplar_0
train,train_exemplar_ep00010_pair003,10,29,exemplar,00206_cabinet,1,0,train::00206_cabinet::exemplar_1
