split,pair_id,episode_index,sequence_length,foil_type,category,exemplar_id,is_old,image_key
heldout,heldout_exemplar_ep00002_pair007,2,28,exemplar,00117_birdcage,1,0,heldout::00117_birdcage::exemplar_1
heldout,heldout_exemplar_ep00002_pair008,2,28,exemplar,00092_bean,0,1,heldout::00092_bean::exemplar_0
heldout,heldout_exemplar_ep00002_pair008,2,28,exemplar,00092_bean,1,0,heldout::00092_bean::exemplar_1
heldout,heldout_exemplar_ep00002_pair009,2,28,exemplar,00094_beanie,0,1,heldout::00094_beanie::exemplar_0
heldout,heldout_exemplar_ep00002_pair009,2,28,exemplar,00094_beanie,1,0,heldout::00094_beanie::exemplar_1
heldout,heldout_exemplar_ep00002_pair010,2,28,exemplar,00035_arm,0,1,heldout::00035_arm::exemplar_0
heldout,heldout_exemplar_ep00002_pair010,2,28,exemplar,00035_arm,1,0,heldout::00035_arm::exemplar_1
heldout,heldout_exemplar_ep00002_pair011,2,28,exemplar,00039_arugula,0,1,heldout::00039_arugula::exemplar_0
heldout,heldout_exemplar_ep00002_pair011,2,28,exemplar,00039_arugula,1,0,heldout::00039_arugula::exemplar_1
heldout,heldout_exemplar_ep00002_pair012,2,28,exemplar,00186_bubble_wrap,0,1,heldout::00186_bubble_wrap::exemplar_0
heldout,heldout_exemplar_ep00002_pair012,2,28,exemplar,00186_bubble_wrap,1,0,heldout::00186_bubble_wrap::exemplar_1
heldout,heldout_exemplar_ep00002_pair013,2,28,exemplar,00062_bandage,0,1,heldout::00062_bandage::exemplar_0
heldout,heldout_exemplar_ep00002_pair013,2,28,exemplar,00062_bandage,1,0,heldout::00062_bandage::exemplar_1
heldout,heldout_exemplar_ep00002_pair014,2,28,exemplar,00071_barnacle,0,1,heldout::00071_barnacle::exemplar_0
heldout,heldout_exemplar_ep00002_pair014,2,28,exemplar,00071_barnacle,1,0,heldout::00071_barnacle::exemplar_1
heldout,heldout_exemplar_ep00002_pair015,2,28,exemplar,00084_baton1,0,1,heldout::00084_baton1::exemplar_0
heldout,heldout_exemplar_ep00002_pair015,2,28,exemplar,00084_baton1,1,0,heldout::00084_baton1::exemplar_1
heldout,heldout_exemplar_ep00002_pair016,2,28,exemplar,00187_bucket,0,1,heldout::00187_bucket::exemplar_0
heldout,heldout_exemplar_ep00002_pair016,2,28,exemplar,00187_bucket,1,0,heldout::00187_bucket::exemplar_1
heldout,heldout_exemplar_ep00002_pair017,2,28,exemplar,00072_barrel,0,1,heldout::00072_barrel::exemplar_0
heldout,heldout_exemplar_ep00002_pair017,2,28,exemplar,00072_barrel,1,0,heldout::00072_barrel::exemplar_1
heldout,heldout_exemplar_ep00002_pair018,2,28,exemplar,00178_briefcase,0,1,heldout::00178_briefcase::exemplar_0
heldout,heldout_exemplar_ep00002_pair018,2,28,exemplar,00178_briefcase,1,0,heldout::00178_briefcase::exemplar_1
heldout,heldout_exemplar_ep00002_pair019,2,28,exemplar,00162_box,0,1,heldout::00162_box::exemplar_0
heldout,heldout_exemplar_ep00002_pair019,2,28,exemplar,00162_box,1,0,heldout::00162_box::exemplar_1
heldout,heldout_exemplar_ep00002_pair020,2,28,exemplar,00179_broccoli,0,1,heldout::00179_broccoli::exemplar_0
heldout,heldout_exemplar_ep00002_pair020,2,28,exemplar,00179_broccoli,1,0,heldout::00179_broccoli::exemplar_1
heldout,heldout_exemplar_ep00002_pair021,2,28,exemplar,00063_bandanna,0,1,heldout::00063_bandanna::exemplar_0
heldout,heldout_exemplar_ep00002_pair021,2,28,exemplar,00063_bandanna,1,0,heldout::00063_bandanna::exemplar_1
heldout,heldout_exemplar_ep00002_pair022,2,28,exemplar,00164_boxing_gloves,0,1,heldout::00164_boxing_gloves::exemplar_0
heldout,heldout_exemplar_ep00002_pair022,2,28,exemplar,00164_boxing_gloves,1,0,heldout::00164_boxing_gloves::exemplar_1
heldout,heldout_exemplar_ep00002_pair023,2,28,exemplar,00014_aloe,0,1,heldout::00014_aloe::exemplar_0
heldout,heldout_exemplar_ep00002_pair023,2,28,exemplar,00014_aloe,1,0,heldout::00014_aloe::exemplar_1
heldout,heldout_exemplar_ep00002_pair024,2,28,exemplar,00001_aardvark,0,1,heldout::00001_aardvark::exemplar_0
heldout,heldout_exemplar_ep00002_pair024,2,28,exemplar,00001_aardvark,1,0,heldout::00001_aardvark::exemplar_1
heldout,heldout_exemplar_ep00002_pair025,2,28,exemplar,00140_bolo_tie,0,1,heldout::00140_bolo_tie::exemplar_0
heldout,heldout_exemplar_ep00002_pair025,2,28,exemplar,00140_bolo_tie,1,0,heldout::00140_bolo_tie::exemplar_1
heldout,heldout_exemplar_ep00002_pair026,2,28,exemplar,00136_boar,0,1,heldout::00136_boar::exemplar_0
heldout,heldout_exemplar_ep00002_pair026,2,28,exemplar,00136_boar,1,0,heldout::00136_boar::exemplar_1
heldout,heldout_exemplar_ep00002_pair027,2,28,exemplar,00033_aquarium,0,1,heldout::00033_aquarium::exemplar_0
heldout,heldout_exemplar_ep00002_pair027,2,28,exemplar,00033_aquarium,1,0,heldout::00033_aquarium::exemplar_1
heldout,heldout_exemplar_ep00002_pair028,2,28,exemplar,00086_baton3,0,1,heldout::00086_baton3::exemplar_0
heldout,heldout_exemplar_ep00002_pair028,2,28,exemplar,00086_baton3,1,0,heldout::00086_baton3::exemplar_1
heldout,heldout_novel_ep00003_pair001,3,3,novel,00131_blower,0,1,heldout::00131_blower::exemplar_0
heldout,heldout_novel_ep00003_pair001,3,3,novel,00040_ashtray,0,0,heldout::00040_ashtray::exemplar_0
heldout,heldout_novel_ep00003_pair002,3,3,novel,00044_axe,0,1,heldout::00044_axe::exemplar_0
heldout,heldout_novel_ep00003_pair002,3,3,novel,00164_boxing_gloves,0,0,heldout::00164_boxing_gloves::exemplar_0
heldout,heldout_novel_ep00003_pair003,3,3,novel,00141_bologna,0,1,heldout::00141_bologna::exemplar_0
heldout,heldout_novel_ep00003_pair003,3,3,novel,00007_air_pump,0,0,heldout::00007_air_pump::exemplar_0
heldout,heldout_exemplar_ep00004_pair001,4,10,exemplar,00028_appetizer,0,1,heldout::00028_appetizer::exemplar_0
heldout,heldout_exemplar_ep00004_pair001,4,10,exemplar,00028_appetizer,1,0,heldout::00028_appetizer::exemplar_1
heldout,heldout_exemplar_ep00004_pair002,4,10,exemplar,00027_anvil,0,1,heldout::00027_anvil::exemplar_0
heldout,heldout_exemplar_ep00004_pair002,4,10,exemplar,00027_anvil,1,0,heldout::00027_anvil::exemplar_1
heldout,heldout_exemplar_ep00004_pair003,4,10,exemplar,00054_bagpipe,0,1,heldout::00054_bagpipe::exemplar_0
heldout,heldout_exemplar_ep00004_pair003,4,10,exemplar,00054_bagpipe,1,0,heldout::00054_bagpipe::exemplar_1
heldout,heldout_exemplar_ep00004_pair004,4,10,exemplar,00038_artichoke,0,1,heldout::00038_artichoke::exemplar_0
heldout,heldout_exemplar_ep00004_pair004,4,10,exemplar,00038_artichoke,1,0,heldout::00038_artichoke::exemplar_1
heldout,heldout_exemplar_ep00004_pair005,4,10,exemplar,00180_brooch,0,1,heldout::00180_brooch::exemplar_0
heldout,heldout_exemplar_ep00004_pair005,4,10,exemplar,00180_brooch,1,0,heldout::00180_brooch::exemplar_1
heldout,heldout_exemplar_ep00004_pair006,4,10,exemplar,00002_abacus,0,1,heldout::00002_abacus::exemplar_0
heldout,heldout_exemplar_ep00004_pair006,4,10,exemplar,00002_abacus,1,0,heldout::00002_abacus::exemplar_1
heldout,heldout_exemplar_ep00004_pair007,4,10,exemplar,00030_apple_tree,0,1,heldout::00030_apple_tree::exemplar_0
heldout,heldout_exemplar_ep00004_pair007,4,10,exemplar,00030_apple_tree,1,0,heldout::00030_apple_tree::exemplar_1
heldout,heldout_exemplar_ep00004_pair008,4,10,exemplar,00044_axe,0,1,heldout::00044_axe::exemplar_0
heldout,heldout_exemplar_ep00004_pair008,4,10,exemplar,00044_axe,1,0,heldout::00044_axe::exemplar_1
heldout,heldout_exemplar_ep00004_pair009,4,10,exemplar,00144_bone,0,1,heldout::00144_bone::exemplar_0
heldout,heldout_exemplar_ep00004_pair009,4,10,exemplar,00144_bone,1,0,heldout::00144_bone::exemplar_1
heldout,heldout_exemplar_ep00004_pair010,4,10,exemplar,00074_baseball,0,1,heldout::00074_baseball::exemplar_0
heldout,heldout_exemplar_ep00004_pair010,4,10,exemplar,00074_baseball,1,0,heldout::00074_baseball::exemplar_1
heldout,heldout_novel_ep00005_pair001,5,26,novel,00074_baseball,0,1,heldout::00074_baseball::exemplar_0
heldout,heldout_novel_ep00005_pair001,5,26,novel,00086_baton3,0,0,heldout::00086_baton3::exemplar_0
heldout,heldout_novel_ep00005_pair002,5,26,novel,00103_beet,0,1,heldout::00103_beet::exemplar_0
heldout,heldout_novel_ep00005_pair002,5,26,novel,00081_bathmat,0,0,heldout::00081_bathmat::exemplar_0
heldout,heldout_novel_ep00005_pair003,5,26,novel,00188_buckle,0,1,heldout::00188_buckle::exemplar_0
heldout,heldout_novel_ep00005_pair003,5,26,novel,00075_baseball_glove,0,0,heldout::00075_baseball_glove::exemplar_0
heldout,heldout_novel_ep00005_pair004,5,26,novel,00171_brake,0,1,heldout::00171_brake::exemplar_0
heldout,heldout_novel_ep00005_pair004,5,26,novel,00199_burrito,0,0,heldout::00199_burrito::exemplar_0
heldout,heldout_novel_ep00005_pair005,5,26,novel,00072_barrel,0,1,heldout::00072_barrel::exemplar_0
heldout,heldout_novel_ep00005_pair005,5,26,novel,00035_arm,0,0,heldout::00035_arm::exemplar_0
heldout,heldout_novel_ep00005_pair006,5,26,novel,00011_album,0,1,heldout::00011_album::exemplar_0
heldout,heldout_novel_ep00005_pair006,5,26,novel,00107_belt,0,0,heldout::00107_belt::exemplar_0
heldout,heldout_novel_ep00005_pair007,5,26,novel,00124_blender,0,1,heldout::00124_blender::exemplar_0
heldout,heldout_novel_ep00005_pair007,5,26,novel,00021_anchor,0,0,heldout::00021_anchor::exemplar_0
heldout,heldout_novel_ep00005_pair008,5,26,novel,00096_beard,0,1,heldout::00096_beard::exemplar_0
heldout,heldout_novel_ep00005_pair008,5,26,novel,00001_aardvark,0,0,heldout::00001_aardvark::exemplar_0
heldout,heldout_novel_ep00005_pair009,5,26,novel,00008_airbag,0,1,heldout::00008_airbag::exemplar_0
heldout,heldout_novel_ep00005_pair009,5,26,novel,00077_basketball_hoop,0,0,heldout::00077_basketball_hoop::exemplar_0
heldout,heldout_novel_ep00005_pair010,5,26,novel,00173_brass_knuckles,0,1,heldout::00173_brass_knuckles::exemplar_0
heldout,heldout_novel_ep00005_pair010,5,26,novel,00014_aloe,0,0,heldout::00014_aloe::exemplar_0
heldout,heldout_novel_ep00005_pair011,5,26,novel,00165_boy,0,1,heldout::00165_boy::exemplar_0
heldout,heldout_novel_ep00005_pair011,5,26,novel,00115_bird,0,0,heldout::00115_bird::exemplar_0
heldout,heldout_novel_ep00005_pair012,5,26,novel,00101_beehive,0,1,heldout::00101_beehive::exemplar_0
heldout,heldout_novel_ep00005_pair012,5,26,novel,00045_baby,0,0,heldout::00045_baby::exemplar_0
heldout,heldout_novel_ep00005_pair013,5,26,novel,00121_blackberry,0,1,heldout::00121_blackberry::exemplar_0
heldout,heldout_novel_ep00005_pair013,5,26,novel,00030_apple_tree,0,0,heldout::00030_apple_tree::exemplar_0
heldout,heldout_novel_ep00005_pair014,5,26,novel,00170_braid,0,1,heldout::00170_braid::exemplar_0
heldout,heldout_novel_ep00005_pair014,5,26,novel,00088_bazooka,0,0,heldout::00088_bazooka::exemplar_0
heldout,heldout_novel_ep00005_pair015,5,26,novel,00093_beanbag,0,1,heldout::00093_beanbag::exemplar_0
heldout,heldout_novel_ep00005_pair015,5,26,novel,00167_bracelet1,0,0,heldout::00167_bracelet1::exemplar_0
heldout,heldout_novel_ep00005_pair016,5,26,novel,00152_bottle,0,1,heldout::00152_bottle::exemplar_0
heldout,heldout_novel_ep00005_pair016,5,26,novel,00082_bathrobe,0,0,heldout::00082_bathrobe::exemplar_0
heldout,heldout_novel_ep00005_pair017,5,26,novel,00184_brussels_sprouts,0,1,heldout::00184_brussels_sprouts::exemplar_0
heldout,heldout_novel_ep00005_pair017,5,26,novel,00172_branch,0,0,heldout::00172_branch::exemplar_0
heldout,heldout_novel_ep00005_pair018,5,26,novel,00181_broom,0,1,heldout::00181_broom::exemplar_0
heldout,heldout_novel_ep00005_pair018,5,26,novel,00159_bowler_hat,0,0,heldout::00159_bowler_hat::exemplar_0
heldout,heldout_novel_ep00005_pair019,5,26,novel,00067_barbed_wire,0,1,heldout::00067_barbed_wire::exemplar_0
heldout,heldout_novel_ep00005_pair019,5,26,novel,00102_beer,0,0,heldout::00102_beer::exemplar_0
heldout,heldout_novel_ep00005_pair020,5,26,novel,00111_bikini,0,1,heldout::00111_bikini::exemplar_0
heldout,heldout_novel_ep00005_pair020,5,26,novel,00123_blazer,0,0,heldout::00123_blazer::exemplar_0
heldout,heldout_novel_ep00005_pair021,5,26,novel,00048_backpack,0,1,heldout::00048_backpack::exemplar_0
heldout,heldout_novel_ep00005_pair021,5,26,novel,00155_bow1,0,0,heldout::00155_bow1::exemplar_0
heldout,heldout_novel_ep00005_pair022,5,26,novel,00006_air_mattress,0,1,heldout::00006_air_mattress::exemplar_0
heldout,heldout_novel_ep00005_pair022,5,26,novel,00142_bolt,0,0,heldout::00142_bolt::exemplar_0
heldout,heldout_novel_ep00005_pair023,5,26,novel,00016_altar,0,1,heldout::00016_altar::exemplar_0
heldout,heldout_novel_ep00005_pair023,5,26,novel,00050_badge,0,0,heldout::00050_badge::exemplar_0
heldout,heldout_novel_ep00005_pair024,5,26,novel,00144_bone,0,1,heldout::00144_bone::exemplar_0
heldout,heldout_novel_ep00005_pair024,5,26,novel,00058_ballot_box,0,0,heldout::00058_ballot_box::exemplar_0
heldout,heldout_novel_ep00005_pair025,5,26,novel,00186_bubble_wrap,0,1,heldout::00186_bubble_wrap::exemplar_0
heldout,heldout_novel_ep00005_pair025,5,26,novel,00004_acorn,0,0,heldout::00004_acorn::exemplar_0
heldout,heldout_novel_ep00005_pair026,5,26,novel,00112_bin,0,1,heldout::00112_bin::exemplar_0
heldout,heldout_novel_ep00005_pair026,5,26,novel,00190_bull,0,0,heldout::00190_bull::exemplar_0
heldout,heldout_exemplar_ep00006_pair001,6,15,exemplar,00150_boomerang,0,1,heldout::00150_boomerang::exemplar_0
heldout,heldout_exemplar_ep00006_pair001,6,15,exemplar,00150_boomerang,1,0,heldout::00150_boomerang::exemplar_1
heldout,heldout_exemplar_ep00006_pair002,6,15,exemplar,00013_almond,0,1,heldout::00013_almond::exemplar_0
heldout,heldout_exemplar_ep00006_pair002,6,15,exemplar,00013_almond,1,0,heldout::00013_almond::exemplar_1
heldout,heldout_exemplar_ep00006_pair003,6,15,exemplar,00002_abacus,0,1,heldout::00002_abacus::exemplar_0
heldout,heldout_exemplar_ep00006_pair003,6,15,exemplar,00002_abacus,1,0,heldout::00002_abacus::exemplar_1
heldout,heldout_exemplar_ep00006_pair004,6,15,exemplar,00197_buoy,0,1,heldout::00197_buoy::exemplar_0
heldout,heldout_exemplar_ep00006_pair004,6,15,exemplar,00197_buoy,1,0,heldout::00197_buoy::exemplar_1
heldout,heldout_exemplar_ep00006_pair005,6,15,exemplar,00107_belt,0,1,heldout::00107_belt::exemplar_0
heldout,heldout_exemplar_ep00006_pair005,6,15,exemplar,00107_belt,1,0,heldout::00107_belt::exemplar_1
heldout,heldout_exemplar_ep00006_pair006,6,15,exemplar,00121_blackberry,0,1,heldout::00121_blackberry::exemplar_0
heldout,heldout_exemplar_ep00006_pair006,6,15,exemplar,00121_blackberry,1,0,heldout::00121_blackberry::exemplar_1
heldout,heldout_exemplar_ep00006_pair007,6,15,exemplar,00113_binder,0,1,heldout::00113_binder::exemplar_0
heldout,heldout_exemplar_ep00006_pair007,6,15,exemplar,00113_binder,1,0,heldout::00113_binder::exemplar_1
heldout,heldout_exemplar_ep00006_pair008,6,15,exemplar,00026_antenna,0,1,heldout::00026_antenna::exemplar_0
heldout,heldout_exemplar_ep00006_pair008,6,15,exemplar,00026_antenna,1,0,heldout::00026_antenna::exemplar_1
heldout,heldout_exemplar_ep00006_pair009,6,15,exemplar,00130_blouse,0,1,heldout::00130_blouse::exemplar_0
heldout,heldout_exemplar_ep00006_pair009,6,15,exemplar,00130_blouse,1,0,heldout::00130_blouse::exemplar_1
heldout,heldout_exemplar_ep00006_pair010,6,15,exemplar,00063_bandanna,0,1,heldout::00063_bandanna::exemplar_0
heldout,heldout_exemplar_ep00006_pair010,6,15,exemplar,00063_bandanna,1,0,heldout::00063_bandanna::exemplar_1
heldout,heldout_exemplar_ep00006_pair011,6,15,exemplar,00200_bus,0,1,heldout::00200_bus::exemplar_0
heldout,heldout_exemplar_ep00006_pair011,6,15,exemplar,00200_bus,1,0,heldout::00200_bus::exemplar_1
heldout,heldout_exemplar_ep00006_pair012,6,15,exemplar,00168_bracelet2,0,1,heldout::00168_bracelet2::exemplar_0
heldout,heldout_exemplar_ep00006_pair012,6,15,exemplar,00168_bracelet2,1,0,heldout::00168_bracelet2::exemplar_1
heldout,heldout_exemplar_ep00006_pair013,6,15,exemplar,00033_aquarium,0,1,heldout::00033_aquarium::exemplar_0
heldout,heldout_exemplar_ep00006_pair013,6,15,exemplar,00033_aquarium,1,0,heldout::00033_aquarium::exemplar_1
heldout,heldout_exemplar_ep00006_pair014,6,15,exemplar,00179_broccoli,0,1,heldout::00179_broccoli::exemplar_0
heldout,heldout_exemplar_ep00006_pair014,6,15,exemplar,00179_broccoli,1,0,heldout::00179_broccoli::exemplar_1
heldout,heldout_exemplar_ep00006_pair015,6,15,exemplar,00019_ambulance,0,1,heldout::00019_ambulance::exemplar_0
heldout,heldout_exemplar_ep00006_pair015,6,15,exemplar,00019_ambulance,1,0,heldout::00019_ambulance::exemplar_1
heldout,heldout_novel_ep00007_pair001,7,6,novel,00198_burner,0,1,heldout::00198_burner::exemplar_0
heldout,heldout_novel_ep00007_pair001,7,6,novel,00193_bulletproof_vest,0,0,heldout::00193_bulletproof_vest::exemplar_0
heldout,heldout_novel_ep00007_pair002,7,6,novel,00039_arugula,0,1,heldout::00039_arugula::exemplar_0
heldout,heldout_novel_ep00007_pair002,7,6,novel,00092_bean,0,0,heldout::00092_bean::exemplar_0
heldout,heldout_novel_ep00007_pair003,7,6,novel,00088_bazooka,0,1,heldout::00088_bazooka::exemplar_0
heldout,heldout_novel_ep00007_pair003,7,6,novel,00086_baton3,0,0,heldout::00086_baton3::exemplar_0
heldout,heldout_novel_ep00007_pair004,7,6,novel,00046_backdrop,0,1,heldout::00046_backdrop::exemplar_0
heldout,heldout_novel_ep00007_pair004,7,6,novel,00058_ballot_box,0,0,heldout::00058_ballot_box::exemplar_0
heldout,heldout_novel_ep00007_pair005,7,6,novel,00188_buckle,0,1,heldout::00188_buckle::exemplar_0
heldout,heldout_novel_ep00007_pair005,7,6,novel,00102_beer,0,0,heldout::00102_beer::exemplar_0
heldout,heldout_novel_ep00007_pair006,7,6,novel,00138_board_game,0,1,heldout::00138_board_game::exemplar_0
heldout,heldout_novel_ep00007_pair006,7,6,novel,00106_bell_pepper,0,0,heldout::00106_bell_pepper::exemplar_0
heldout,heldout_exemplar_ep00008_pair001,8,5,exemplar,00026_antenna,0,1,heldout::00026_antenna::exemplar_0
heldout,heldout_exemplar_ep00008_pair001,8,5,exemplar,00026_antenna,1,0,heldout::00026_antenna::exemplar_1
heldout,heldout_exemplar_ep00008_pair002,8,5,exemplar,00117_birdcage,0,1,heldout::00117_birdcage::exemplar_0
heldout,heldout_exemplar_ep00008_pair002,8,5,exemplar,00117_birdcage,1,0,heldout::00117_birdcage::exemplar_1
heldout,heldout_exemplar_ep00008_pair003,8,5,exemplar,00146_bonsai,0,1,heldout::00146_bonsai::exemplar_0
heldout,heldout_exemplar_ep00008_pair003,8,5,exemplar,00146_bonsai,1,0,heldout::00146_bonsai::exemplar_1
heldout,heldout_exemplar_ep00008_pair004,8,5,exemplar,00075_baseball_glove,0,1,heldout::00075_baseball_glove::exemplar_0
heldout,heldout_exemplar_ep00008_pair004,8,5,exemplar,00075_baseball_glove,1,0,heldout::00075_baseball_glove::exemplar_1
heldout,heldout_exemplar_ep00008_pair005,8,5,exemplar,00186_bubble_wrap,0,1,heldout::00186_bubble_wrap::exemplar_0
heldout,heldout_exemplar_ep00008_pair005,8,5,exemplar,00186_bubble_wrap,1,0,heldout::00186_bubble_wrap::exemplar_1
heldout,heldout_novel_ep00009_pair001,9,14,novel,00043_awning,0,1,heldout::00043_awning::exemplar_0
heldout,heldout_novel_ep00009_pair001,9,14,novel,00191_bulldozer,0,0,heldout::00191_bulldozer::exemplar_0
heldout,heldout_novel_ep00009_pair002,9,14,novel,00114_binoculars,0,1,heldout::00114_binoculars::exemplar_0
heldout,heldout_novel_ep00009_pair002,9,14,novel,00176_breathalyzer,0,0,heldout::00176_breathalyzer::exemplar_0
heldout,heldout_novel_ep00009_pair003,9,14,novel,00036_armor,0,1,heldout::00036_armor::exemplar_0
heldout,heldout_novel_ep00009_pair003,9,14,novel,00186_bubble_wrap,0,0,heldout::00186_bubble_wrap::exemplar_0
heldout,heldout_novel_ep00009_pair004,9,14,novel,00141_bologna,0,1,heldout::00141_bologna::exemplar_0
heldout,heldout_novel_ep00009_pair004,9,14,novel,00021_anchor,0,0,heldout::00021_anchor::exemplar_0
heldout,heldout_novel_ep00009_pair005,9,14,novel,00164_boxing_gloves,0,1,heldout::00164_boxing_gloves::exemplar_0
heldout,heldout_novel_ep00009_pair005,9,14,novel,00092_bean,0,0,heldout::00092_bean::exemplar_0
heldout,heldout_novel_ep00009_pair006,9,14,novel,00010_airplane,0,1,heldout::00010_airplane::exemplar_0
heldout,heldout_novel_ep00009_pair006,9,14,novel,00061_banana_split,0,0,heldout::00061_banana_split::exemplar_0
heldout,heldout_novel_ep00009_pair007,9,14,novel,00170_braid,0,1,heldout::00170_braid::exemplar_0
heldout,heldout_novel_ep00009_pair007,9,14,novel,00074_baseball,0,0,heldout::00074_baseball::exemplar_0
heldout,heldout_novel_ep00009_pair008,9,14,novel,00181_broom,0,1,heldout::00181_broom::exemplar_0
heldout,heldout_novel_ep00009_pair008,9,14,novel,00073_barrette,0,0,heldout::00073_barrette::exemplar_0
heldout,heldout_novel_ep00009_pair009,9,14,novel,00091_beaker,0,1,heldout::00091_beaker::exemplar_0
heldout,heldout_novel_ep00009_pair009,9,14,novel,00077_basketball_hoop,0,0,heldout::00077_basketball_hoop::exemplar_0
heldout,heldout_novel_ep00009_pair010,9,14,novel,00132_blowfish,0,1,heldout::00132_blowfish::exemplar_0
heldout,heldout_novel_ep00009_pair010,9,14,novel,00178_briefcase,0,0,heldout::00178_briefcase::exemplar_0
